ndc_description,ndc,nadac_per_unit,effective_date,pricing_unit,pharmacy_type_indicator,otc,explanation_code,classification_for_rate_setting,corresponding_generic_drug_nadac_per_unit,corresponding_generic_drug_effective_date,as_of_date
"AMITRIPTYLINE HCL 10 MG TAB",16714044601,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",16714044602,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",16729017101,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",16729017117,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",29300041901,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",29300041910,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",57664068718,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",57664068788,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",70710122500,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",70710122501,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",70756020111,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 10 MG TAB",70756020112,0.04195,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",00603221621,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",00781149001,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",16714026101,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",16714045001,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",16729017501,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",29300042301,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",57664069088,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",70710122901,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 100 MG TAB",70756020511,0.15299,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",00781149101,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",16714026201,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",16714045101,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",16729017601,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",29300042401,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",57664069188,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",70710123001,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 150 MG TAB",70756020611,0.28448,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",00603221321,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",00603221332,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",00781148701,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",00781148710,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",00904020161,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",00904718461,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",16714025801,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",16714025802,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",16714044701,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",16729017201,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",16729017217,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",29300042001,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",29300042010,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",57664068818,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",57664068888,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",60687043301,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",60687043311,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",70710122600,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",70710122601,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",70756020211,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 25 MG TAB",70756020212,0.06226,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",00603221421,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",00603221432,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",00781148801,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",00781148810,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",00904020261,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",00904718561,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",16714025901,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",16714025902,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",16714044801,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",16714044802,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",16729017301,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",16729017317,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",29300042101,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",29300042110,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",57664068918,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",57664068988,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",60687044401,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",60687044411,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",70710122700,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",70710122701,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",70756020311,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 50 MG TAB",70756020312,0.09514,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",00781148901,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",16714026001,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",16714044901,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",16729017401,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",29300042201,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",57664069288,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",70710122801,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMITRIPTYLINE HCL 75 MG TAB",70756020411,0.12048,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",00480716810,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",00480716898,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",00904637161,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",29300039805,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",29300039810,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",29300039819,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",33342001610,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",42806005709,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",42806005710,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",57664005713,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",57664005718,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",57664005799,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",59762213501,0.01527,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",59762213509,0.01527,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",60687049601,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",60687049611,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",67877019905,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",67877019910,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",67877019990,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",68180072103,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",68180072109,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",68382012305,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",68382012316,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",68645051654,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",68645058054,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",69097012805,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",69097012815,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",69097083805,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",69097083815,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",69584002309,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",69584002390,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",71093014803,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",71093014806,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",76282023910,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",76282023990,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 10 MG TAB",82009002810,0.01527,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",00480008305,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",00480008398,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",00904636961,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",29300039605,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",29300039610,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",29300039619,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",42806005509,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",42806005510,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",57664005513,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",57664005518,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",57664005599,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",59762224203,0.01298,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",59762224209,0.01298,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",67877019705,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",67877019710,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",67877019790,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",68180071909,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",68382012105,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",68382012116,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69097012605,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69097012615,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69097083605,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69097083615,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69584002109,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69584002150,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",69584002190,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",71093014603,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",71093014605,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",76282023710,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",76282023790,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 2.5 MG TAB",82009002690,0.01298,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",00480716710,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",00480716798,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",00904637061,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",29300039705,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",29300039710,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",29300039719,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",33342001510,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",42806005605,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",42806005609,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",42806005610,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",57664005613,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",57664005618,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",57664005699,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",59762201001,0.01085,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",59762201003,0.01085,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",59762201009,0.01085,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",60687048801,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",60687048811,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",67877019805,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",67877019810,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",67877019890,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",68180072003,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",68180072009,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",68382012205,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",68382012216,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",68645051554,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69097012705,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69097012715,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69097083705,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69097083715,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69584002209,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69584002290,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",69584002295,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",71093014703,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",71093014706,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",76282023810,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",76282023890,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE BESYLATE 5 MG TAB",82009002710,0.01085,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-10 MG",00378451793,1.27567,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-10 MG",60505347903,1.27567,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-10 MG",66993027030,1.27567,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-20 MG",00378451893,1.50500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-20 MG",43598031830,1.50500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-20 MG",43598031890,1.50500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-20 MG",60505348403,1.50500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-20 MG",66993027130,1.50500,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-40 MG",00378451993,1.40887,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-40 MG",43598031530,1.40887,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-40 MG",43598031590,1.40887,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-40 MG",60505348903,1.40887,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-40 MG",66993027230,1.40887,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-80 MG",00378452093,3.24407,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-80 MG",43598031330,3.24407,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-80 MG",60505349303,3.24407,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 10-80 MG",66993027330,3.24407,08/23/2023,EA,C/I,N,"4, 6",G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-10 MG",00378451393,2.90896,07/19/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-10 MG",43598032230,2.90896,07/19/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-10 MG",43598032290,2.90896,07/19/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-10 MG",60505347803,2.90896,07/19/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-10 MG",66993026630,2.90896,07/19/2023,EA,C/I,N,"4, 6",G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-20 MG",00378451493,1.97450,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-20 MG",43598031930,1.97450,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-20 MG",43598031990,1.97450,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-20 MG",60505348303,1.97450,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-20 MG",66993026730,1.97450,06/21/2023,EA,C/I,N,"4, 6",G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-40 MG",00378451593,1.71500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-40 MG",43598031630,1.71500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-40 MG",43598031690,1.71500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-40 MG",60505348803,1.71500,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AMLODIPINE-ATORVAST 5-40 MG",66993026830,1.71500,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"AMLODIPINE-BENAZEPRIL 10-20 MG",55111034101,0.13756,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
